Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,data_figure,treatment
SRR10286623,not applicable,AMPLICON,249,15474197,ATCC,PRJNA565979,SAMN13035006,Human,7745001,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999604,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_NT_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_NT_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_NT_rep3_L001_R1_001.fastq.gz,
SRR10286625,not applicable,AMPLICON,249,34983758,ATCC,PRJNA565979,SAMN13035004,Human,17224065,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999602,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_NT_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_NT_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_NT_rep1_L001_R1_001.fastq.gz,
SRR10286626,not applicable,AMPLICON,249,35999926,ATCC,PRJNA565979,SAMN13035003,Human,17792344,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999601,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_3AC_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_3AC_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_3AC_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286628,not applicable,AMPLICON,249,39479059,ATCC,PRJNA565979,SAMN13035001,Human,19460076,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999599,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_3AC_PE3_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_3AC_PE3_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_3AC_PE3_rep1_L001_R1_001.fastq.gz,
SRR10286630,not applicable,AMPLICON,248,21300215,ATCC,PRJNA565979,SAMN13034999,Human,11090180,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999597,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_3AC_HDR_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_3AC_HDR_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_3AC_HDR_rep2_L001_R1_001.fastq.gz,
SRR10286632,not applicable,AMPLICON,247,26638425,ATCC,PRJNA565979,SAMN13034998,Human,13818742,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999595,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_3AC_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_3AC_HDR_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_3AC_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286633,not applicable,AMPLICON,249,43006888,ATCC,PRJNA565979,SAMN13034997,Human,21266816,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999594,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1TG_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1TG_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1TG_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286634,not applicable,AMPLICON,249,34012457,ATCC,PRJNA565979,SAMN13034996,Human,16834234,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999593,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1TG_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1TG_PE3_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1TG_PE3_rep2_L001_R1_001.fastq.gz,
SRR10286635,not applicable,AMPLICON,249,45409697,ATCC,PRJNA565979,SAMN13034995,Human,22437187,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999592,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1TG_PE3_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1TG_PE3_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1TG_PE3_rep1_L001_R1_001.fastq.gz,
SRR10286636,not applicable,AMPLICON,248,32061500,ATCC,PRJNA565979,SAMN13034994,Human,16605663,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999591,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1TG_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1TG_HDR_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1TG_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286637,not applicable,AMPLICON,248,28495755,ATCC,PRJNA565979,SAMN13034993,Human,14822177,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999590,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1TG_HDR_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1TG_HDR_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1TG_HDR_rep2_L001_R1_001.fastq.gz,
SRR10286638,not applicable,AMPLICON,248,35066055,ATCC,PRJNA565979,SAMN13034992,Human,18240552,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999589,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1TG_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1TG_HDR_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1TG_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286639,not applicable,AMPLICON,249,15386774,ATCC,PRJNA565979,SAMN13034991,Human,7792332,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999588,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286640,not applicable,AMPLICON,249,17219968,ATCC,PRJNA565979,SAMN13034990,Human,9284443,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999587,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep2_L001_R1_001.fastq.gz,
SRR10286641,not applicable,AMPLICON,249,20801514,ATCC,PRJNA565979,SAMN13034989,Human,11220869,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999586,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1CTTins_PE3_rep1_L001_R1_001.fastq.gz,
SRR10286642,not applicable,AMPLICON,249,18009298,ATCC,PRJNA565979,SAMN13034800,Human,9752590,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999585,Illumina MiSeq,not applicable,FigED10_a_U2OS_HEK3_1CTTins_PE3_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_a_U2OS_HEK3_1CTTins_PE3_rep1_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_a_U2OS_HEK3_1CTTins_PE3_rep1_L001_R1_001.fastq.gz,
SRR10286643,not applicable,AMPLICON,247,19755075,ATCC,PRJNA565979,SAMN13034988,Human,10329084,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999584,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1CTTins_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1CTTins_HDR_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1CTTins_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286645,not applicable,AMPLICON,248,13862164,ATCC,PRJNA565979,SAMN13034986,Human,7618836,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999582,Illumina MiSeq,not applicable,FigED10_e_HeLa_HEK3_1CTTins_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HEK3_1CTTins_HDR_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HEK3_1CTTins_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286647,not applicable,AMPLICON,248,18063386,ATCC,PRJNA565979,SAMN13034984,Human,9579245,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999580,Illumina MiSeq,not applicable,FigED10_e_HeLa_HBB_NT_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HBB_NT_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HBB_NT_rep2_L001_R1_001.fastq.gz,
SRR10286649,not applicable,AMPLICON,247,35369996,ATCC,PRJNA565979,SAMN13034982,Human,20717385,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999578,Illumina MiSeq,not applicable,FigED10_e_HeLa_HBB_4AT_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HBB_4AT_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HBB_4AT_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286651,not applicable,AMPLICON,248,16250213,ATCC,PRJNA565979,SAMN13034980,Human,8566849,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999576,Illumina MiSeq,not applicable,FigED10_e_HeLa_HBB_4AT_PE3_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HBB_4AT_PE3_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HBB_4AT_PE3_rep1_L001_R1_001.fastq.gz,
SRR10286652,not applicable,AMPLICON,247,33184606,ATCC,PRJNA565979,SAMN13034979,Human,19654055,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999575,Illumina MiSeq,not applicable,FigED10_e_HeLa_HBB_4AT_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_e_HeLa_HBB_4AT_HDR_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_e_HeLa_HBB_4AT_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286654,not applicable,AMPLICON,249,15386774,ATCC,PRJNA565979,SAMN13034781,Human,7792332,HeLa,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999573,Illumina MiSeq,not applicable,FigED10_a_HeLa_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_a_HeLa_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_a_HeLa_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286657,not applicable,AMPLICON,221,22324328,ATCC,PRJNA565979,SAMN13034976,Human,10966367,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999570,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_NT_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_NT_rep3_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_NT_rep3_L001_R1_001.fastq.gz,
SRR10286659,not applicable,AMPLICON,222,24730980,ATCC,PRJNA565979,SAMN13034974,Human,12193991,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999568,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_NT_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_NT_rep1_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_NT_rep1_L001_R1_001.fastq.gz,
SRR10286661,not applicable,AMPLICON,221,18910583,ATCC,PRJNA565979,SAMN13034972,Human,9463192,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999566,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_1GTAins_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_1GTAins_PE3_rep2_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_1GTAins_PE3_rep2_L001_R1_001.fastq.gz,
SRR10286663,not applicable,AMPLICON,218,19255090,ATCC,PRJNA565979,SAMN13034970,Human,10835297,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999564,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_1GTAins_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_1GTAins_HDR_rep3_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_1GTAins_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286665,not applicable,AMPLICON,279,18874521,ATCC,PRJNA565979,SAMN13034798,Human,10729341,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999562,Illumina MiSeq,not applicable,FigED10_a_U2OS_HEK3_1_6xHisIns_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_a_U2OS_HEK3_1_6xHisIns_PE3_rep2_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_a_U2OS_HEK3_1_6xHisIns_PE3_rep2_L001_R1_001.fastq.gz,
SRR10286667,not applicable,AMPLICON,222,30393608,ATCC,PRJNA565979,SAMN13034967,Human,15025179,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999560,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_1CG_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_1CG_PE3_rep3_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_1CG_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286669,not applicable,AMPLICON,221,29726210,ATCC,PRJNA565979,SAMN13034965,Human,14685908,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999558,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_1CG_PE3_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_1CG_PE3_rep1_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_1CG_PE3_rep1_L001_R1_001.fastq.gz,
SRR10286674,not applicable,AMPLICON,221,22199470,ATCC,PRJNA565979,SAMN13034960,Human,10957825,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999553,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_1CA_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_1CA_PE3_rep2_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_1CA_PE3_rep2_L001_R1_001.fastq.gz,
SRR10286677,not applicable,AMPLICON,218,29323901,ATCC,PRJNA565979,SAMN13034958,Human,16197754,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999550,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_1CA_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_1CA_HDR_rep3_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_1CA_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286679,not applicable,AMPLICON,218,30167065,ATCC,PRJNA565979,SAMN13034956,Human,16553507,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999548,Illumina MiSeq,not applicable,FigED10_d_U2OS_RNF2_1CA_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_RNF2_1CA_HDR_rep1_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_RNF2_1CA_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286680,not applicable,AMPLICON,249,29285943,ATCC,PRJNA565979,SAMN13034955,Human,14427973,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999547,Illumina MiSeq,not applicable,FigED10_d_U2OS_HEK3_NT_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_HEK3_NT_rep3_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_HEK3_NT_rep3_L001_R1_001.fastq.gz,
SRR10286681,not applicable,AMPLICON,249,42743183,ATCC,PRJNA565979,SAMN13034954,Human,21184836,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999546,Illumina MiSeq,not applicable,FigED10_d_U2OS_HEK3_NT_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_HEK3_NT_rep2_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_HEK3_NT_rep2_L001_R1_001.fastq.gz,
SRR10286682,not applicable,AMPLICON,249,36923286,ATCC,PRJNA565979,SAMN13034953,Human,18185442,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999545,Illumina MiSeq,not applicable,FigED10_d_U2OS_HEK3_NT_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_HEK3_NT_rep1_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_HEK3_NT_rep1_L001_R1_001.fastq.gz,
SRR10286684,not applicable,AMPLICON,249,34240070,ATCC,PRJNA565979,SAMN13034951,Human,16856050,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999543,Illumina MiSeq,not applicable,FigED10_d_U2OS_HEK3_3AC_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_HEK3_3AC_PE3_rep2_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_HEK3_3AC_PE3_rep2_L001_R1_001.fastq.gz,
SRR10286686,not applicable,AMPLICON,248,20561865,ATCC,PRJNA565979,SAMN13034949,Human,10611487,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999541,Illumina MiSeq,not applicable,FigED10_d_U2OS_HEK3_3AC_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_HEK3_3AC_HDR_rep3_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_HEK3_3AC_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286687,not applicable,AMPLICON,188,11404326,ATCC,PRJNA565979,SAMN13034796,Human,6463913,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999540,Illumina MiSeq,not applicable,FigED10_a_U2OS_FANCF_5GT_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_a_U2OS_FANCF_5GT_PE3_rep3_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_a_U2OS_FANCF_5GT_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286689,not applicable,AMPLICON,241,19247545,ATCC,PRJNA565979,SAMN13034947,Human,10093301,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999538,Illumina MiSeq,not applicable,FigED10_d_U2OS_HEK3_3AC_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_HEK3_3AC_HDR_rep1_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_HEK3_3AC_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286691,not applicable,AMPLICON,249,36263307,ATCC,PRJNA565979,SAMN13034945,Human,17827080,U2OS,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999536,Illumina MiSeq,not applicable,FigED10_d_U2OS_HEK3_1TG_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_d_U2OS_HEK3_1TG_PE3_rep2_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_d_U2OS_HEK3_1TG_PE3_rep2_L001_R1_001.fastq.gz,
