Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,treatment,BREED,Cell_type,Cultivar,dev_stage,Ecotype,strain
SRR17172667,not applicable,AMPLICON,286,20985028,ATCC,PRJNA770428,SAMN23797827,Human,9297355,U2OS,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356317,Illumina MiSeq,not applicable,861,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_U2OS_IDS2_attPrev_rep1.fastq.gz,not applicable,SRP340874,Bone,Extended-DATA_Fig10b_U2OS_IDS2_attPrev_rep1.fastq.gz,,,,,,
SRR17172668,not applicable,AMPLICON,295,23104822,ATCC,PRJNA770428,SAMN23797826,Human,10889159,U2OS,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356316,Illumina MiSeq,not applicable,860,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_U2OS_IDS_attBfwd_rep2.fastq.gz,not applicable,SRP340874,Bone,Extended-DATA_Fig10b_U2OS_IDS_attBfwd_rep2.fastq.gz,,,,,,
SRR17172669,not applicable,AMPLICON,295,27582811,ATCC,PRJNA770428,SAMN23797825,Human,12859360,U2OS,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356315,Illumina MiSeq,not applicable,859,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_U2OS_IDS_attBfwd_rep1.fastq.gz,not applicable,SRP340874,Bone,Extended-DATA_Fig10b_U2OS_IDS_attBfwd_rep1.fastq.gz,,,,,,
SRR17172670,not applicable,AMPLICON,265,29193131,ATCC,PRJNA770428,SAMN23797824,Human,13199746,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356314,Illumina MiSeq,not applicable,858,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_TIMM44_rep3.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_TIMM44_rep3.fastq.gz,,,,,,
SRR17172671,not applicable,AMPLICON,247,25811162,ATCC,PRJNA770428,SAMN23797823,Human,11273055,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356313,Illumina MiSeq,not applicable,857,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_TIMM44_rep2.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_TIMM44_rep2.fastq.gz,,,,,,
SRR17172672,not applicable,AMPLICON,246,19486823,ATCC,PRJNA770428,SAMN23797822,Human,8611495,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356312,Illumina MiSeq,not applicable,856,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_TIMM44_rep1.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_TIMM44_rep1.fastq.gz,,,,,,
SRR17172673,not applicable,AMPLICON,196,27707522,ATCC,PRJNA770428,SAMN23797821,Human,11798121,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356311,Illumina MiSeq,not applicable,855,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_MYC_rep2.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_MYC_rep2.fastq.gz,,,,,,
SRR17172674,not applicable,AMPLICON,194,26508860,ATCC,PRJNA770428,SAMN23797820,Human,11308671,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356310,Illumina MiSeq,not applicable,854,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_MYC_rep1.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_MYC_rep1.fastq.gz,,,,,,
SRR17172675,not applicable,AMPLICON,265,46933298,ATCC,PRJNA770428,SAMN23797819,Human,17611619,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356309,Illumina MiSeq,not applicable,853,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_IDS2_attPrev_rep4.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_IDS2_attPrev_rep4.fastq.gz,,,,,,
SRR17172676,not applicable,AMPLICON,314,10936631,ATCC,PRJNA770428,SAMN23797567,Human,4629415,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356308,Illumina MiSeq,not applicable,601,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig5a_CCR5_B414_23_nickA4_rep2.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig5a_CCR5_B414_23_nickA4_rep2.fastq.gz,,,,,,
SRR17172677,not applicable,AMPLICON,266,62031126,ATCC,PRJNA770428,SAMN23797818,Human,23288544,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356307,Illumina MiSeq,not applicable,852,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_IDS2_attPrev_rep3.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_IDS2_attPrev_rep3.fastq.gz,,,,,,
SRR17172678,not applicable,AMPLICON,262,27109892,ATCC,PRJNA770428,SAMN23797817,Human,11209538,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356306,Illumina MiSeq,not applicable,851,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_IDS2_attPrev_rep2.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_IDS2_attPrev_rep2.fastq.gz,,,,,,
SRR17172679,not applicable,AMPLICON,263,26569197,ATCC,PRJNA770428,SAMN23797816,Human,11137680,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356305,Illumina MiSeq,not applicable,850,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_IDS2_attPrev_rep1.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_IDS2_attPrev_rep1.fastq.gz,,,,,,
SRR17172680,not applicable,AMPLICON,279,23256332,ATCC,PRJNA770428,SAMN23797815,Human,10857921,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356304,Illumina MiSeq,not applicable,849,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_IDS_attBfwd_rep2.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_IDS_attBfwd_rep2.fastq.gz,,,,,,
SRR17172681,not applicable,AMPLICON,279,23174841,ATCC,PRJNA770428,SAMN23797814,Human,10926512,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356303,Illumina MiSeq,not applicable,848,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_IDS_attBfwd_rep1.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_IDS_attBfwd_rep1.fastq.gz,,,,,,
SRR17172682,not applicable,AMPLICON,266,40360798,ATCC,PRJNA770428,SAMN23797813,Human,17432490,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356302,Illumina MiSeq,not applicable,847,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_CCR5_B_rep4.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_CCR5_B_rep4.fastq.gz,,,,,,
SRR17172683,not applicable,AMPLICON,272,47641715,ATCC,PRJNA770428,SAMN23797812,Human,20771809,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356301,Illumina MiSeq,not applicable,846,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_CCR5_B_rep3.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_CCR5_B_rep3.fastq.gz,,,,,,
SRR17172684,not applicable,AMPLICON,276,2603959,ATCC,PRJNA770428,SAMN23797811,Human,1489100,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356300,Illumina MiSeq,not applicable,845,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_CCR5_B_rep2.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_CCR5_B_rep2.fastq.gz,,,,,,
SRR17172685,not applicable,AMPLICON,274,2324489,ATCC,PRJNA770428,SAMN23797810,Human,1334190,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356299,Illumina MiSeq,not applicable,844,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_CCR5_B_rep1.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_CCR5_B_rep1.fastq.gz,,,,,,
SRR17172686,not applicable,AMPLICON,278,43176207,ATCC,PRJNA770428,SAMN23797809,Human,18643325,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356298,Illumina MiSeq,not applicable,843,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_CCR5_A_rep4.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_CCR5_A_rep4.fastq.gz,,,,,,
SRR17172687,not applicable,AMPLICON,316,21839851,ATCC,PRJNA770428,SAMN23797566,Human,9190010,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356297,Illumina MiSeq,not applicable,600,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig5a_CCR5_B414_23_nickA4_rep1.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig5a_CCR5_B414_23_nickA4_rep1.fastq.gz,,,,,,
SRR17172688,not applicable,AMPLICON,278,52498093,ATCC,PRJNA770428,SAMN23797808,Human,22570416,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356296,Illumina MiSeq,not applicable,842,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_CCR5_A_rep3.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_CCR5_A_rep3.fastq.gz,,,,,,
SRR17172689,not applicable,AMPLICON,282,2718411,ATCC,PRJNA770428,SAMN23797807,Human,1539109,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356295,Illumina MiSeq,not applicable,841,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_CCR5_A_rep2.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_CCR5_A_rep2.fastq.gz,,,,,,
SRR17172690,not applicable,AMPLICON,285,2716331,ATCC,PRJNA770428,SAMN23797806,Human,1529451,K562,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356294,Illumina MiSeq,not applicable,840,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_K562_CCR5_A_rep1.fastq.gz,not applicable,SRP340874,Bone Marrow,Extended-DATA_Fig10b_K562_CCR5_A_rep1.fastq.gz,,,,,,
SRR17172691,not applicable,AMPLICON,263,8382565,ATCC,PRJNA770428,SAMN23797805,Human,4357112,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356293,Illumina MiSeq,not applicable,839,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_TIMM44_rep3.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_TIMM44_rep3.fastq.gz,,,,,,
SRR17172692,not applicable,AMPLICON,262,9544986,ATCC,PRJNA770428,SAMN23797804,Human,4973501,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356292,Illumina MiSeq,not applicable,838,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_TIMM44_rep2.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_TIMM44_rep2.fastq.gz,,,,,,
SRR17172693,not applicable,AMPLICON,257,9234834,ATCC,PRJNA770428,SAMN23797803,Human,4809412,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356291,Illumina MiSeq,not applicable,837,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_TIMM44_rep1.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_TIMM44_rep1.fastq.gz,,,,,,
SRR17172694,not applicable,AMPLICON,210,6260704,ATCC,PRJNA770428,SAMN23797802,Human,3358028,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356290,Illumina MiSeq,not applicable,836,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_MYC_rep3.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_MYC_rep3.fastq.gz,,,,,,
SRR17172695,not applicable,AMPLICON,210,9127964,ATCC,PRJNA770428,SAMN23797801,Human,4849651,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356289,Illumina MiSeq,not applicable,835,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_MYC_rep2.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_MYC_rep2.fastq.gz,,,,,,
SRR17172696,not applicable,AMPLICON,197,9500657,ATCC,PRJNA770428,SAMN23797800,Human,4985700,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356288,Illumina MiSeq,not applicable,834,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_MYC_rep1.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_MYC_rep1.fastq.gz,,,,,,
SRR17172697,not applicable,AMPLICON,281,8190902,ATCC,PRJNA770428,SAMN23797799,Human,4024732,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356287,Illumina MiSeq,not applicable,833,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_IDS2_attPrev_rep3.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_IDS2_attPrev_rep3.fastq.gz,,,,,,
SRR17172698,not applicable,AMPLICON,314,14076544,ATCC,PRJNA770428,SAMN23797565,Human,6052611,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356286,Illumina MiSeq,not applicable,599,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig5a_CCR5_B414_23_nickA2_rep3.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig5a_CCR5_B414_23_nickA2_rep3.fastq.gz,,,,,,
SRR17172699,not applicable,AMPLICON,280,11086581,ATCC,PRJNA770428,SAMN23797798,Human,5419963,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356285,Illumina MiSeq,not applicable,832,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_IDS2_attPrev_rep2.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_IDS2_attPrev_rep2.fastq.gz,,,,,,
SRR17172700,not applicable,AMPLICON,297,10746595,ATCC,PRJNA770428,SAMN23797797,Human,5365969,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356284,Illumina MiSeq,not applicable,831,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_IDS_attBfwd_rep3.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_IDS_attBfwd_rep3.fastq.gz,,,,,,
SRR17172701,not applicable,AMPLICON,296,11037904,ATCC,PRJNA770428,SAMN23797796,Human,5519099,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356283,Illumina MiSeq,not applicable,830,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_IDS_attBfwd_rep2.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_IDS_attBfwd_rep2.fastq.gz,,,,,,
SRR17172702,not applicable,AMPLICON,297,9716352,ATCC,PRJNA770428,SAMN23797795,Human,4832196,HeLa,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356282,Illumina MiSeq,not applicable,829,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HeLa_IDS_attBfwd_rep1.fastq.gz,not applicable,SRP340874,Uterus Cervix,Extended-DATA_Fig10b_HeLa_IDS_attBfwd_rep1.fastq.gz,,,,,,
SRR17172703,not applicable,AMPLICON,214,17457823,ATCC,PRJNA770428,SAMN23797794,Human,8648665,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356281,Illumina MiSeq,not applicable,828,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_TIMM44_rep3.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_TIMM44_rep3.fastq.gz,,,,,,
SRR17172704,not applicable,AMPLICON,216,20387270,ATCC,PRJNA770428,SAMN23797793,Human,10091905,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356280,Illumina MiSeq,not applicable,827,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_TIMM44_rep2.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_TIMM44_rep2.fastq.gz,,,,,,
SRR17172705,not applicable,AMPLICON,223,13193313,ATCC,PRJNA770428,SAMN23797792,Human,6521199,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356279,Illumina MiSeq,not applicable,826,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_TIMM44_rep1.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_TIMM44_rep1.fastq.gz,,,,,,
SRR17172706,not applicable,AMPLICON,197,13977260,ATCC,PRJNA770428,SAMN23797791,Human,7472802,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356278,Illumina MiSeq,not applicable,825,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_MYC_rep3.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_MYC_rep3.fastq.gz,,,,,,
SRR17172707,not applicable,AMPLICON,198,10664995,ATCC,PRJNA770428,SAMN23797790,Human,5582456,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356277,Illumina MiSeq,not applicable,824,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_MYC_rep2.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_MYC_rep2.fastq.gz,,,,,,
SRR17172708,not applicable,AMPLICON,198,17019860,ATCC,PRJNA770428,SAMN23797789,Human,8894003,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356276,Illumina MiSeq,not applicable,823,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_MYC_rep1.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_MYC_rep1.fastq.gz,,,,,,
SRR17172709,not applicable,AMPLICON,315,11559615,ATCC,PRJNA770428,SAMN23797564,Human,4813004,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356275,Illumina MiSeq,not applicable,598,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig5a_CCR5_B414_23_nickA2_rep2.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig5a_CCR5_B414_23_nickA2_rep2.fastq.gz,,,,,,
SRR17172710,not applicable,AMPLICON,264,41359794,ATCC,PRJNA770428,SAMN23797788,Human,19284482,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356274,Illumina MiSeq,not applicable,822,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_IDS2_attPrev_rep3.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_IDS2_attPrev_rep3.fastq.gz,,,,,,
SRR17172711,not applicable,AMPLICON,264,32013762,ATCC,PRJNA770428,SAMN23797787,Human,15059955,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356273,Illumina MiSeq,not applicable,821,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_IDS2_attPrev_rep2.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_IDS2_attPrev_rep2.fastq.gz,,,,,,
SRR17172712,not applicable,AMPLICON,267,40171109,ATCC,PRJNA770428,SAMN23797786,Human,18841815,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13356272,Illumina MiSeq,not applicable,820,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,Extended-DATA_Fig10b_HEK293T_IDS2_attPrev_rep1.fastq.gz,not applicable,SRP340874,Kidney,Extended-DATA_Fig10b_HEK293T_IDS2_attPrev_rep1.fastq.gz,,,,,,
